ID,Body,Question,Equation,Answer,Type,question_concat
chal-682,Danny collects bottle caps and wrappers. He found 15 bottle caps and 18 wrappers at the park. Now he has 67 wrappers and 35 bottle caps in his collection.,How many more wrappers than bottle caps does danny have now?,( 67.0 - 35.0 ),32,Subtraction,Danny collects bottle caps and wrappers. He found 15 bottle caps and 18 wrappers at the park. Now he has 67 wrappers and 35 bottle caps in his collection. How many more wrappers than bottle caps does danny have now?
chal-805,Baker made 19 cakes and 131 pastries. If he sold 70 cakes and 88 pastries,How many more pastries than cakes did baker make?,( 131.0 - 19.0 ),112,Subtraction,Baker made 19 cakes and 131 pastries. If he sold 70 cakes and 88 pastries How many more pastries than cakes did baker make?
chal-483,There are 466 pots. Each pot has 53 flowers and 181 sticks in it.,How many flowers and sticks are there in all?,( ( 53.0 + 181.0 ) * 466.0 ),109044,Multiplication,There are 466 pots. Each pot has 53 flowers and 181 sticks in it. How many flowers and sticks are there in all?
chal-361,Zachary did 51 push-ups and David did 44 push-ups in gym class today.,How many more push-ups did Zachary do than David?,( 51.0 - 44.0 ),7,Subtraction,Zachary did 51 push-ups and David did 44 push-ups in gym class today. How many more push-ups did Zachary do than David?
chal-839,Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asia,How many bird families were left near the mountain?,( 85.0 - ( 23.0 + 37.0 ) ),25,Subtraction,Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asia How many bird families were left near the mountain?
chal-237,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 144 chocolate chip cookies and 397 raisin cookies yesterday. And she baked 85 raisin cookies and 403 chocolate chip cookies this morning.,How many raisin cookies did Helen bake?,( 397.0 + 85.0 ),482,Addition,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 144 chocolate chip cookies and 397 raisin cookies yesterday. And she baked 85 raisin cookies and 403 chocolate chip cookies this morning. How many raisin cookies did Helen bake?
chal-628,During summer break 34044 kids from Lawrence county go to camp and the other 134867 kids stay home. An additional 424944 kids from outside the county attended the camp.,How many kids in total attended the camp?,( 34044.0 + 424944.0 ),458988,Addition,During summer break 34044 kids from Lawrence county go to camp and the other 134867 kids stay home. An additional 424944 kids from outside the county attended the camp. How many kids in total attended the camp?
chal-958,If each bag has 3 cookies and you had 21 cookies in total,How many bags of cookies do you have?,( 21.0 / 3.0 ),7,Common-Division,If each bag has 3 cookies and you had 21 cookies in total How many bags of cookies do you have?
chal-583,Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework,How many pages did she have to complete in all?,( ( 8.0 + 8.0 ) - 3.0 ),13,Subtraction,Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework How many pages did she have to complete in all?
chal-273,A mailman has to give 4 pieces of junk mail to each house in each of the 81 blocks. If there are 12 houses in each block,How many pieces of junk mail should he give in each block?,( 4.0 * 12.0 ),48,Multiplication,A mailman has to give 4 pieces of junk mail to each house in each of the 81 blocks. If there are 12 houses in each block How many pieces of junk mail should he give in each block?
chal-202,During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 60 by selling t-shirts. If they make $ 10 dollars off each t-shirt sold,How many t-shirts did they sell?,( 60.0 / 10.0 ),6,Common-Division,During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 60 by selling t-shirts. If they make $ 10 dollars off each t-shirt sold How many t-shirts did they sell?
chal-14,After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet,How deep was the water?,( ( 4.0 + 13.0 ) * 15.0 ),255,Multiplication,After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet How deep was the water?
chal-428,There were 10 roses in the vase. Jessica cut 8 more roses from her flower garden and put them in the vase.,How many roses are there in the vase now?,( 10.0 + 8.0 ),18,Addition,There were 10 roses in the vase. Jessica cut 8 more roses from her flower garden and put them in the vase. How many roses are there in the vase now?
chal-240,Zachary did 51 push-ups in gym class today. David did 22 more push-ups than Zachary. John did 4 push-ups less than David.,How many push-ups did John do?,( ( 51.0 + 22.0 ) - 4.0 ),69,Subtraction,Zachary did 51 push-ups in gym class today. David did 22 more push-ups than Zachary. John did 4 push-ups less than David. How many push-ups did John do?
chal-85,Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces.,How many beads did Emily have?,( 4.0 * 5.0 ),20,Multiplication,Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces. How many beads did Emily have?
chal-533,Jake has 6 fewer peaches and 8 more apples than Steven. Steven has 17 peaches and 16 apples.,How many more peaches than apples does Steven have?,( 17.0 - 16.0 ),1,Subtraction,Jake has 6 fewer peaches and 8 more apples than Steven. Steven has 17 peaches and 16 apples. How many more peaches than apples does Steven have?
chal-173,Frank had some pieces of candy. If he put them into 26 bags with 33 pieces in each bag,How many pieces of candy did he have?,( 26.0 * 33.0 ),858,Multiplication,Frank had some pieces of candy. If he put them into 26 bags with 33 pieces in each bag How many pieces of candy did he have?
chal-290,"After eating a hearty meal they went to see the Buckingham palace. There were 71 paintings in the Buckingham palace. There, Rachel learned that 557 visitors came to the Buckingham palace that day. If there were 188 visitors the previous day",How many visited the Buckingham palace within 57 days?,( 557.0 + 188.0 ),745,Addition,"After eating a hearty meal they went to see the Buckingham palace. There were 71 paintings in the Buckingham palace. There, Rachel learned that 557 visitors came to the Buckingham palace that day. If there were 188 visitors the previous day How many visited the Buckingham palace within 57 days?"
chal-486,He then went to see the oranges being harvested. He found out that they harvest 65 sacks of unripe oranges and 46 sacks of ripe oranges per day.,How many sacks of unripe oranges will they have after 6 days of harvest?,( 65.0 * 6.0 ),390,Multiplication,He then went to see the oranges being harvested. He found out that they harvest 65 sacks of unripe oranges and 46 sacks of ripe oranges per day. How many sacks of unripe oranges will they have after 6 days of harvest?
chal-330,He then went to see the oranges being harvested. He found out that they harvest 71 sacks of unripe oranges and 60 sacks of ripe oranges per day.,How many more sacks of unripe oranges than ripe oranges are harvested per day?,( 71.0 - 60.0 ),11,Subtraction,He then went to see the oranges being harvested. He found out that they harvest 71 sacks of unripe oranges and 60 sacks of ripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?
chal-684,Robin's hair was 17 inches long. He cut off some inches of her hair. If his hair is now 13 inches long,How much of his hair did he cut?,( 17.0 - 13.0 ),4,Subtraction,Robin's hair was 17 inches long. He cut off some inches of her hair. If his hair is now 13 inches long How much of his hair did he cut?
chal-319,Jerry had 3 books and 4 action figures on a shelf in his room. Later he added 2 more action figures to the shelf.,How many more action figures than books were on his shelf?,( ( 4.0 + 2.0 ) - 3.0 ),3,Subtraction,Jerry had 3 books and 4 action figures on a shelf in his room. Later he added 2 more action figures to the shelf. How many more action figures than books were on his shelf?
chal-455,Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese.,How many more hours does he spend on learning chinese than he does on learning english?,( 7.0 - 6.0 ),1,Subtraction,Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. How many more hours does he spend on learning chinese than he does on learning english?
chal-250,There are 7 baskets of peaches. Each basket has 10 red peaches and 2 green peaches.,How many green peaches are in the baskets altogether?,( 2.0 * 7.0 ),14,Multiplication,There are 7 baskets of peaches. Each basket has 10 red peaches and 2 green peaches. How many green peaches are in the baskets altogether?
chal-847,He then went to see the oranges being harvested. He found out that they harvest 28 sacks of ripe oranges and 52 sacks of unripe oranges per day.,How many sacks of oranges will they have after 26 days of harvest?,( ( 28.0 + 52.0 ) * 26.0 ),2080,Multiplication,He then went to see the oranges being harvested. He found out that they harvest 28 sacks of ripe oranges and 52 sacks of unripe oranges per day. How many sacks of oranges will they have after 26 days of harvest?
chal-280,Rebecca wants to split a collection of eggs into groups of 6. Rebecca has 18 eggs 72 bananas and 66 marbles.,How many groups will be created?,( 18.0 / 6.0 ),3,Common-Division,Rebecca wants to split a collection of eggs into groups of 6. Rebecca has 18 eggs 72 bananas and 66 marbles. How many groups will be created?
