Problem,Rationale,options,correct,annotated_formula,linear_formula,category
"calculate the standard deviation of each data set { 10 , 1010 , 1010 }",standard deviation data set a = √ [ ( ( 9 - 10 ) 2 + ( 10 - 10 ) 2 + ( 11 - 10 ) 2 + ( 7 - 10 ) 2 + ( 13 - 10 ) 2 ) / 5 ] = 2 standard deviation data set b = √ [ ( ( 10 - 10 ) 2 + ( 10 - 10 ) 2 + ( 10 - 10 ) 2 + ( 10 - 10 ) 2 + ( 10 - 10 ) 2 ) / 5 ] = 0 standard deviation data set c = √ [ ( ( 1 - 10 ) 2 + ( 1 - 10 ) 2 + ( 10 - 10 ) 2 + ( 19 - 10 ) 2 + ( 19 - 10 ) 2 ) / 5 ] = 8.05 option a,"a ) 8.05 , b ) 9 , c ) 10 , d ) 15 , e ) 15.5",a,"divide(sqrt(divide(add(add(power(subtract(divide(add(add(10, 1010), 1010), const_3), 1010), const_2), power(subtract(divide(add(add(10, 1010), 1010), const_3), 1010), const_2)), power(subtract(divide(add(add(10, 1010), 1010), const_3), 10), const_2)), subtract(const_3, const_1))), multiply(add(const_4, const_3), 10))","add(n0,n1)|add(const_3,const_4)|subtract(const_3,const_1)|add(n1,#0)|multiply(n0,#1)|divide(#3,const_3)|subtract(#5,n1)|subtract(#5,n0)|power(#6,const_2)|power(#7,const_2)|add(#8,#8)|add(#10,#9)|divide(#11,#2)|sqrt(#12)|divide(#13,#4)",general
the ratio of three numbers is 3 : 4 : 7 and their product is 18144 . the numbers are,"""let the numbers be 3 x , 4 x and 7 x 3 x x 4 x x 7 x = 18144 x 3 = 216 x = 6 the numbers are 18 , 24,42 answer c 18 , 24,42""","a ) 9 , 12,21 , b ) 15 , 20,25 , c ) 18 , 24,42 , d ) 24 , 15,17 , e ) 30 , 12,7",c,"sqrt(divide(18144, add(power(7, const_2), add(power(3, 4), power(4, 4)))))","power(n0,n1)|power(const_2.0,n1)|power(n2,n1)|add(#0,#1)|add(#3,#2)|divide(n3,#4)|sqrt(#5)|",other
"john and david can finish a job together in 3 hours . if john can do the job by himself in 4 hours , what percent of the job does david do ?","""you can also plug in numbers . for example , bob and alice work at a donut factory and make 12 donuts which is the job ( i picked this as a smart number ) . john on his own works 12 / 4 = 3 donuts per hour . john and david work 12 / 3 = 4 donuts per hour so david works 1 donuts / hour to find out the percentage , david works 1 donuts / hr x 3 hours = 3 donuts per hour . therefore 3 donuts / 12 donuts = 1 / 4 = 25 % answer : e""","a ) 35 % , b ) 28 % , c ) 26 % , d ) 20 % , e ) 25 %",e,"multiply(subtract(3, inverse(4)), const_100)","inverse(n1)|subtract(n0,#0)|multiply(#1,const_100)|",gain
"the length of the longest tape in cm which can be used to measure exactly , the length 6 m ; 5 m ; and 12 m is :","the three lengths in cm are 600,500 & 1200 . hcf of 600 , 500 & 1200 is 100 hence , the answer is 100 cm . answer : b","a ) 200 , b ) 100 , c ) 50 , d ) 1200 , e ) 500",b,"multiply(multiply(multiply(const_2, const_2), 5), 5)","multiply(const_2,const_2)|multiply(n1,#0)|multiply(n1,#1)",physics
"a boat can travel with a speed of 16 km / hr in still water . if the rate of stream is 5 km / hr , then find the time taken by the boat to cover distance of 84 km downstream .","""explanation : it is very important to check , if the boat speed given is in still water or with water or against water . because if we neglect it we will not reach on right answer . i just mentioned here because mostly mistakes in this chapter are of this kind only . lets see the question now . speed downstream = ( 16 + 5 ) = 21 kmph time = distance / speed = 84 / 21 = 4 hours answer is a""","a ) 4 hours , b ) 5 hours , c ) 6 hours , d ) 7 hours , e ) 8 hours",a,"divide(84, add(16, 5))","add(n0,n1)|divide(n2,#0)|",physics
7.007 / 2.002 =,"""7.007 / 2.002 = 7007 / 2002 = 7 ( 1001 ) / 2 ( 1001 ) = 7 / 2 = 3.5 the answer is e .""","a ) 3.05 , b ) 3.50035 , c ) 3.501 , d ) 3.5035 , e ) 3.5",e,"multiply(divide(7.007, 2.002), const_100)","divide(n0,n1)|multiply(#0,const_100)|",general
the average of first 40 prime numbers is ?,"""explanation : average = ( 2 + 3 + 5 + 7 + 11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 ) / 12 = 197 / 12 = 16.41 ( approx ) answer is b""","a ) 15.41 , b ) 16.41 , c ) 15.61 , d ) 15 , e ) 16.91",b,"add(40, const_1)","add(n0,const_1)|",general
the true discount on a bill due 9 months hence at 16 % per annum is rs . 198 . the amount of the bill is,"""solution 32.5 let p . w . be rs . x . then , s . i . on rs . x at 16 % for 9 months = rs . 198 . ∴ x 16 x 9 / 12 x 1 / 100 } = 198 or x = 1650 . ∴ p . w . = rs . 1650 . answer c""","a ) rs . 1386 , b ) rs . 1764 , c ) rs . 1650 , d ) rs . 2268 , e ) none of these",c,"add(divide(198, divide(multiply(divide(9, multiply(const_4, const_3)), 16), const_100)), 198)","multiply(const_3,const_4)|divide(n0,#0)|multiply(n1,#1)|divide(#2,const_100)|divide(n2,#3)|add(n2,#4)|",gain
"find the number , difference between number and its 3 / 5 is 56 .","""explanation : let the number = x , then , x - ( 3 / 5 ) x = 56 , = > ( 2 / 5 ) x = 56 = > 2 x = 56 * 5 , = > x = 140 answer : option a""","a ) 140 , b ) 143 , c ) 144 , d ) 145 , e ) 150",a,"multiply(divide(56, const_2), 5)","divide(n2,const_2)|multiply(n1,#0)|",general
how many seconds will a 600 m long train take to cross a man walking with a speed of 3 km / hr in the direction of the moving train if the speed of the train is 63 km / hr ?,"""speed of train relative to man = 63 - 3 = 60 km / hr . = 60 * 5 / 18 = 50 / 3 m / sec . time taken to pass the man = 600 * 3 / 50 = 36 sec . answer : b""","a ) 22 , b ) 36 , c ) 99 , d ) 77 , e ) 12",b,"divide(600, multiply(subtract(63, 3), const_0_2778))","subtract(n2,n1)|multiply(#0,const_0_2778)|divide(n0,#1)|",physics
"nicky and cristina are running a 200 meter race . since cristina is faster than nicky , she gives him a 12 second head start . if cristina runs at a pace of 5 meters per second and nicky runs at a pace of only 3 meters per second , how many seconds will nicky have run before cristina catches up to him ?",the distance traveled by both of them is the same at the time of overtaking . 3 ( t + 12 ) = 5 t t = 18 . cristina will catch up nicky in 18 seconds . so in 18 seconds cristina would cover = 18 * 5 = 90 meter . now time taken my nicky to cover 90 meter = 90 / 3 = 30 seconds . b,"a ) 35 , b ) 30 , c ) 45 , d ) 40 , e ) 50",b,"add(divide(multiply(3, 12), 3), divide(multiply(3, 12), subtract(5, 3)))","multiply(n1,n3)|subtract(n2,n3)|divide(#0,n3)|divide(#0,#1)|add(#2,#3)",physics
a train 200 m long is running with a speed of 54 kmph . in what will it pass a car whose speed at 36 kmph in the direction opposite to that in which the train is going,"""explanation : speed of the train relative to man = ( 54 + 36 ) kmph = 90 × 5 / 18 m / sec = 25 m / sec . time taken by the train to cross the car = time taken by it to cover 200 m at 25 m / sec = ( 200 × 1 / 25 ) sec = 8 sec answer : option a""","a ) 8 sec , b ) 10 sec , c ) 12 sec , d ) 14 sec , e ) 15 sec",a,"multiply(divide(divide(200, const_1000), subtract(54, 36)), const_3600)","divide(n0,const_1000)|subtract(n1,n2)|divide(#0,#1)|multiply(#2,const_3600)|",physics
"a sum of 12,500 amounts to 15,500 in 4 years at the rate of simple interest . what is the rate of interest ?",c 6 % s . i . = ( 15500 - 12500 ) = 3000 . rate = ( 100 x 3000 ) / ( 12500 x 4 ) % = 6 %,"a ) 2 % , b ) 1 % , c ) 6 % , d ) 5 % , e ) 8 %",c,"multiply(divide(divide(const_3, 4), add(multiply(const_3, const_4), add(const_0_25, const_0_25))), const_100)","add(const_0_25,const_0_25)|divide(const_3,n2)|multiply(const_3,const_4)|add(#0,#2)|divide(#1,#3)|multiply(#4,const_100)",gain
car a runs at the speed of 65 km / hr & reaches its destination in 8 hr . car b runs at the speed of 72 km / h & reaches its destination in 4 h . what is the respective ratio of distances covered by car a & car b ?,"""sol . distance travelled by car a = 65 ã — 8 = 520 km distance travelled by car b = 72 ã — 4 = 288 km ratio = 520 / 288 = 65 : 36 d""","a ) 11 : 6 , b ) 12 : 7 , c ) 13 : 7 , d ) 65 : 36 , e ) 13 : 6",d,"divide(multiply(65, 8), multiply(72, 4))","multiply(n0,n1)|multiply(n2,n3)|divide(#0,#1)|",physics
"jerry ’ s average ( arithmetic mean ) score on the first 3 of 4 tests is 85 . if jerry wants to raise his average by 2 points , what score must he earn on the fourth test ?","""total score on 3 tests = 85 * 3 = 255 jerry wants the average to be = 87 hence total score on 4 tests should be = 87 * 4 = 348 score required on the fourth test = 348 - 255 = 93 option d""","a ) 87 , b ) 89 , c ) 90 , d ) 93 , e ) 95",d,"subtract(multiply(4, add(85, 2)), multiply(85, 3))","add(n2,n3)|multiply(n0,n2)|multiply(n1,#0)|subtract(#2,#1)|",general
a number exceeds by 20 from its 3 / 8 part . then the number is ?,"""x – 3 / 8 x = 20 x = 32 answer : a""","a ) a ) 32 , b ) b ) 35 , c ) c ) 39 , d ) d ) 40 , e ) e ) 45",a,"divide(multiply(20, 8), subtract(8, 3))","multiply(n0,n2)|subtract(n2,n1)|divide(#0,#1)|",general
the radius of the two circular fields is in the ratio 3 : 5 the area of the first field is what percent less than the area of the second ?,"""r = 3 π r 2 = 9 r = 5 π r 2 = 25 25 π – 16 π 100 - - - - ? = > 64 % answer : d""","a ) 23 % , b ) 62 % , c ) 92 % , d ) 64 % , e ) 22 %",d,"subtract(power(5, const_2), power(3, const_2))","power(n1,const_2)|power(n0,const_2)|subtract(#0,#1)|",geometry
"find the lowest common multiple of 25 , 35 and 50 .",lcm = 2 * 5 * 5 * 7 = 350 . answer is a,"a ) 350 , b ) 420 , c ) 510 , d ) 320 , e ) 280",a,"lcm(lcm(25, 35), 50)","lcm(n0,n1)|lcm(n2,#0)",general
"a side of beef lost 35 percent of its weight in processing . if the side of beef weighed 580 pounds after processing , how many pounds did it weigh before processing ?","""let weight of side of beef before processing = x ( 65 / 100 ) * x = 580 = > x = ( 580 * 100 ) / 65 = 892 answer d""","a ) 191 , b ) 355 , c ) 737 , d ) 892 , e ) 1,560",d,"divide(multiply(580, const_100), subtract(const_100, 35))","multiply(n1,const_100)|subtract(const_100,n0)|divide(#0,#1)|",gain
"country x imported approximately $ 1.20 billion of goods in 1996 . if country x imported $ 288 million of goods in the first two months of 1997 and continued to import goods at the same rate for the rest of the year , by how much would country xs 1997 imports exceed those of 1996 ?","""convert units to millions as answer is in millions 1996 imports = $ 1.20 bill = $ 1200 mill i . e . 1200 / 12 = $ 100 mill / month 1997 imports = $ 288 mill / 2 month i . e . $ 144 mill / month difference / month = 144 - 100 = 44 difference / year = $ 44 mill * 12 = $ 528 mill answer : e""","a ) $ 24 million , b ) $ 120 million , c ) $ 144 million , d ) $ 240 million , e ) $ 528 million",e,"subtract(multiply(288, divide(const_12, const_2)), multiply(1.20, const_1000))","divide(const_12,const_2)|multiply(n0,const_1000)|multiply(n2,#0)|subtract(#2,#1)|",general
a man goes from a to b at a speed of 21 kmph and comes back to a at a speed of 21 kmph . find his average speed for the entire journey ?,"""distance from a and b be ' d ' average speed = total distance / total time average speed = ( 2 d ) / [ ( d / 21 ) + ( d / 24 ] = ( 2 d ) / [ 15 d / 168 ) = > 22.3 kmph . answer : d""","a ) 23.3 kmph , b ) 25.3 kmph , c ) 22.5 kmph , d ) 22.3 kmph , e ) 22.9 kmph",d,"divide(add(21, 21), const_2)","add(n0,n1)|divide(#0,const_2)|",physics
"a man rows his boat 72 km downstream and 30 km upstream , taking 3 hours each time . find the speed of the stream ?","""speed downstream = d / t = 72 / ( 3 ) = 24 kmph speed upstream = d / t = 30 / ( 3 ) = 10 kmph the speed of the stream = ( 24 - 10 ) / 2 = 7 kmph answer : e""","a ) 6 kmph , b ) 5 kmph , c ) 2 kmph , d ) 8 kmph , e ) 7 kmph",e,"divide(subtract(divide(72, 3), divide(30, 3)), const_2)","divide(n0,n2)|divide(n1,n2)|subtract(#0,#1)|divide(#2,const_2)|",physics
"a certain fruit stand sold apples for $ 0.70 each and bananas for $ 0.60 each . if a customer purchased both apples and bananas from the stand for a total of $ 5.60 , what total number of apples and bananas did the customer purchase ?","""let ' s start with 1 apple for $ 0.70 . let ' s subtract $ 0.70 from $ 5.60 until we get a multiple of $ 0.60 . $ 5.60 , $ 4.90 , $ 4.20 = 7 * $ 0.60 the customer purchased 7 bananas and 2 apples . the answer is b .""","a ) 8 , b ) 9 , c ) 10 , d ) 11 , e ) 12",b,"add(divide(subtract(5.60, multiply(0.70, const_2)), 0.60), const_2)","multiply(n0,const_2)|subtract(n2,#0)|divide(#1,n1)|add(#2,const_2)|",other
25 liters of a mixture is created by mixing liquid p and liquid q in the ratio 3 : 2 . how many liters of liquid q must be added to make the ratio 5 : 4 ?,"""let x be the amount of liquid q to be added . ( 2 / 5 ) * 25 + x = ( 4 / 9 ) * ( 25 + x ) 450 + 45 x = 500 + 20 x 25 x = 50 x = 2 the answer is b .""","a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",b,"subtract(divide(multiply(divide(multiply(add(5, 4), divide(multiply(25, 3), add(3, 2))), 5), 4), add(5, 4)), divide(multiply(25, 2), add(3, 2)))","add(n3,n4)|add(n1,n2)|multiply(n0,n1)|multiply(n0,n2)|divide(#2,#1)|divide(#3,#1)|multiply(#0,#4)|divide(#6,n3)|multiply(n4,#7)|divide(#8,#0)|subtract(#9,#5)|",general
"an amount of rs . 1560 was divided among a , b and c in the ratio 1 / 2 : 1 / 3 : 1 / 4 . find the share of c ?","""let the shares of a , b and c be a , b and c respectively . a : b : c = 1 / 2 : 1 / 3 : 1 / 4 a : b : c = 6 / 12 : 4 / 12 : 3 : 12 = 6 : 4 : 3 share of c = 3 / 13 * 1560 = rs . 360 . answer : d""","a ) rs . 278 , b ) rs . 361 , c ) rs . 369 , d ) rs . 360 , e ) rs . 363",d,"multiply(divide(1560, add(add(2, 3), 4)), 4)","add(n2,n4)|add(n6,#0)|divide(n0,#1)|multiply(n6,#2)|",general
"elena purchased brand x pens for $ 4.00 apiece and brand y for $ 2.20 apiece . if elena purchased a total of 12 of these pens for $ 42.00 , how many brand x pens did she purchase ?",4 x + 2.8 y = 42 - - > multiply by 2.5 ( to get the integers ) - - > 10 x + 7 y = 105 - - > only one positive integers solutions x = 6 and y = 5 ( how to solve : 7 y must have the last digit of 5 in order the last digit of the sum to be 5 ) . answer : c .,"a ) 4 , b ) 5 , c ) 6 , d ) 7 , e ) 8",c,"subtract(multiply(4, 12), 42)","multiply(n0,n2)|subtract(#0,n3)",general
walking at 5 / 6 th of its usual speed a cab is 6 mnts late . find its usual time to cover the journey ?,"""new speed = 5 / 6 th of usual speed new time = 6 / 5 th of usual time 6 / 5 ut - ut = 6 m ut / 5 = 6 m ut = 30 m answer is b""","a ) 25 m , b ) 30 m , c ) 32 m , d ) 50 m , e ) 62 m",b,"multiply(5, 6)","multiply(n0,n2)|",physics
"on the number line , if x is halfway between - 6 and 4 , and if y is halfway between - 2 and 6 , what number is halfway between x and y ?","""x = - 1 and y = 2 . the answer is d .""","a ) - 2.5 , b ) - 1.5 , c ) - 0.5 , d ) 0.5 , e ) 1.5",d,"add(negate(6), 4)","negate(n0)|add(n1,#0)|",general
"what is the sum of the digits of integer k , if k = ( 10 ^ 50 - 50 )","""there are 51 digits in 10 ^ 50 when we subtract 50 from it , there will be 50 digits left . 10 ^ 50 can be written as 9999999 . . . . ( 50 times ) + 1 so , 10 ^ 50 - 50 = 9999999 . . . . ( 50 times ) + 1 - 50 = 9999999 . . . . ( 50 times ) - 49 consider the last 2 digits , 99 - 49 = 50 the last 2 digits will be 50 . and our number would be 99999 . . . . . . 99950 with 2 less 9 s after subtraction . number of 9 s left are 48 and the last two digits are 50 the sum of the digits will be ( 48 * 9 ) + 5 + 0 = 437 answer : - b""","a ) 337 , b ) 437 , c ) 457 , d ) 537 , e ) 412",b,"add(multiply(subtract(10, const_1), subtract(50, const_2)), 10)","subtract(n0,const_1)|subtract(n1,const_2)|multiply(#0,#1)|add(#2,n0)|",general
"what is the least number which when divided by 6 , 9 , 12 and 18 leaves remainder 4 in each care ?","""explanation : lcm of 6 , 9 , 12 and 18 is 36 required number = 36 + 4 = 40 answer : option b""","a ) 30 , b ) 40 , c ) 36 , d ) 56 , e ) 66",b,"add(lcm(lcm(6, 9), lcm(12, 18)), 4)","lcm(n0,n1)|lcm(n2,n3)|lcm(#0,#1)|add(n4,#2)|",general
"the population of a town increased from 1 , 75,000 to 2 , 80,000 in a decade . the average percent increase of population per year is","""solution increase in 10 years = ( 280000 - 175000 ) = 105000 . increase % = ( 105000 / 175000 ã — 100 ) % = 60 % . required average = ( 60 / 10 ) % = 6 % . answer c""","a ) 4.37 % , b ) 5 % , c ) 6 % , d ) 8.75 % , e ) none",c,"add(multiply(divide(subtract(divide(subtract(subtract(subtract(multiply(multiply(const_10, const_1000), const_10), const_1000), const_1000), multiply(add(2, const_3), const_100)), multiply(add(multiply(add(const_3, const_4), const_10), add(2, const_3)), const_1000)), 1), const_10), const_100), const_4)","add(n2,const_3)|add(const_3,const_4)|multiply(const_10,const_1000)|multiply(#2,const_10)|multiply(#0,const_100)|multiply(#1,const_10)|add(#0,#5)|subtract(#3,const_1000)|multiply(#6,const_1000)|subtract(#7,const_1000)|subtract(#9,#4)|divide(#10,#8)|subtract(#11,n0)|divide(#12,const_10)|multiply(#13,const_100)|add(#14,const_4)|",general
a bullet train 200 m long is running with a speed of 69 kmph . in what time will it pass a man who is running at 3 kmph in the direction opposite to that in which the bullet train is going ?,"""a 10 sec speed of the bullet train relative to man = ( 69 + 3 ) kmph = 72 * 5 / 18 m / sec = 60 / 3 m / sec . time taken by the bullet train to cross the man = time taken by it to cover 200 m at ( 60 / 3 ) m / sec = ( 200 * 3 / 60 ) sec = 10 sec""","a ) 10 sec , b ) 15 sec , c ) 12 sec , d ) 11 sec , e ) 16 sec",a,"divide(200, divide(multiply(add(69, 3), const_1000), const_3600))","add(n1,n2)|multiply(#0,const_1000)|divide(#1,const_3600)|divide(n0,#2)|",physics
